# fpcnt, time, flt_mode, hold_mode, hold_descent_cnt,  hold_climb_cnt, alt, gps_alt, delta_baro, ave_cr_val, flight_phase, r_fphase 
102,519,2,0,0,0, 13195, 13195,-200.00,-1104.33, -1.00, -1.00
103,532,2,0,0,0, 13341, 13341,200.00,-340.00, -0.89, -0.90
104,540,0,1,287,0, 13222, 13222,-200.00,-248.33, -1.00, -0.96
105,553,0,1,279,0, 12661, 12662,-200.00,-936.00, -1.00, -1.00
106,562,2,0,0,0, 12466, 12466,-200.00,-1593.67, -1.00, -1.00
107,576,2,0,0,0, 12157, 12158,-200.00,-1737.67, -1.00, -1.00
108,584,2,0,0,0, 11835, 11835,-200.00,-1679.67, -1.00, -1.00
109,598,2,0,0,0, 11406, 11406,-200.00,-1859.00, -1.00, -1.00
110,606,2,0,0,0, 11086, 11087,-200.00,-2217.67, -1.00, -1.00
111,620,2,0,0,0, 10577, 10577,-200.00,-2139.67, -1.00, -1.00
112,628,2,0,0,0, 10278, 10278,-200.00,-2274.33, -1.00, -1.00
113,642,2,0,0,0,  9861,  9862,-200.00,-2070.00, -1.00, -1.00
114,650,2,0,0,0,  9631,  9632,-200.00,-1918.00, -1.00, -1.00
115,663,2,0,0,0,  9194,  9194,-200.00,-1842.67, -1.00, -1.00
116,671,2,0,0,0,  8870,  8870,-200.00,-2057.00, -1.00, -1.00
117,685,2,0,0,0,  8400,  8400,-200.00,-2153.33, -1.00, -1.00
118,694,2,0,0,0,  8149,  8149,-200.00,-2039.00, -1.00, -1.00
119,707,2,0,0,0,  7873,  7874,-200.00,-1653.33, -1.00, -1.00
120,716,2,0,0,0,  7693,  7694,-200.00,-1382.00, -1.00, -1.00
121,729,2,0,0,0,  7414,  7414,-200.00,-1253.33, -1.00, -1.00
122,736,2,0,0,0,  7308,  7309,-200.00,-1131.67, -1.00, -1.00
123,742,2,0,0,0,  7175,  7175,-200.00,-1175.00, -1.00, -1.00
124,749,2,0,0,0,  7031,  7032,-200.00,-1157.33, -1.00, -1.00
125,756,2,0,0,0,  6977,  6978,-200.00,-1008.67, -1.00, -1.00
126,762,2,0,0,0,  6916,  6917,-200.00,-768.67, -1.00, -1.00
127,769,2,0,0,0,  6770,  6770,-200.00,-774.33, -1.00, -1.00
128,776,2,0,0,0,  6630,  6631,-200.00,-1020.33, -1.00, -1.00
129,782,2,0,0,0,  6487,  6488,-200.00,-1293.67, -1.00, -1.00
130,789,2,0,0,0,  6381,  6381,-200.00,-1179.33, -1.00, -1.00
131,796,2,0,0,0,  6275,  6275,-200.00,-1082.00, -1.00, -1.00
132,802,2,0,0,0,  6208,  6208,-200.00,-828.67, -1.00, -1.00
133,809,2,0,0,0,  6167,  6167,-200.00,-643.00, -1.00, -1.00
134,816,2,0,0,0,  6120,  6121,-200.00,-474.33, -1.00, -1.00
135,823,2,0,0,0,  6073,  6073,-200.00,-385.00, -1.00, -1.00
136,830,2,0,0,0,  6081,  6081,  0.00,-245.33, -1.00, -1.00
137,838,0,1,293,0,  6100,  6101,142.50,-64.00, -1.00, -1.00
138,845,0,1,285,0,  6112,  6113,102.86,104.00, -1.00, -1.00
139,852,1,1,278,0,  6123,  6123,  0.00,112.67, -1.00, -1.00
140,859,0,1,271,0,  6132,  6132,  0.00, 91.00, -1.00, -1.00
141,867,0,1,264,0,  6138,  6139,  0.00, 72.00, -1.00, -1.00
142,874,0,1,256,0,  6141,  6142,  0.00, 49.00, -1.00, -1.00
143,881,0,1,249,0,  6142,  6142,  0.00, 26.00, -1.00, -1.00
144,889,0,1,242,0,  6141,  6142,  0.00,  8.67, -1.00, -1.00
145,901,0,1,234,0,  6138,  6138,  0.00, -4.67, -1.00, -1.00
